,retailer,product_id,time_month,week,store_cost_sum,unit_sales_sum,cost_price,mean_sell_price,sd_sell_price,difference,weekly_demand
100,1,1,3,2,0.8816,4,0.58,2.9768976567317558,1.4993742480711372,0.3016000000000001,49
101,1,1,3,2,2.028,3,1.69,2.9768976567317558,1.4993742480711372,0.3380000000000001,49
102,1,1,3,2,4.3344,3,3.44,2.9768976567317558,1.4993742480711372,0.8943999999999996,49
103,1,1,3,2,3.468,4,2.55,2.9768976567317558,1.4993742480711372,0.9180000000000001,49
104,1,1,3,3,2.3652,3,2.19,2.9768976567317558,1.4993742480711372,0.17520000000000024,48
105,1,1,3,3,1.4352,4,0.92,2.9768976567317558,1.4993742480711372,0.5152,48
106,1,1,3,3,3.0210000000000004,3,2.65,2.9768976567317558,1.4993742480711372,0.37100000000000044,48
107,1,1,3,3,2.702,4,1.93,2.9768976567317558,1.4993742480711372,0.772,48
108,1,1,3,3,8.955,5,3.98,2.9768976567317558,1.4993742480711372,4.975,48
109,1,1,3,3,4.352,4,2.72,2.9768976567317558,1.4993742480711372,1.6320000000000001,48
110,1,1,3,3,5.7024,4,3.24,2.9768976567317558,1.4993742480711372,2.4623999999999997,48
111,1,1,3,3,4.2484,4,2.47,2.9768976567317558,1.4993742480711372,1.7784,48
112,1,1,3,3,2.3736,3,1.72,2.9768976567317558,1.4993742480711372,0.6536000000000002,48
113,1,1,3,3,0.88,4,0.55,2.9768976567317558,1.4993742480711372,0.32999999999999996,48
114,1,1,3,3,5.1744,3,3.52,2.9768976567317558,1.4993742480711372,1.6544000000000003,48
115,1,1,3,3,2.9592,3,2.74,2.9768976567317558,1.4993742480711372,0.21919999999999984,48
116,1,1,3,3,2.9328,4,1.88,2.9768976567317558,1.4993742480711372,1.0528,48
117,1,1,3,4,2.8544,4,2.23,2.9768976567317558,1.4993742480711372,0.6244000000000001,42
118,1,1,3,4,3.3948,3,2.46,2.9768976567317558,1.4993742480711372,0.9348000000000001,42
119,1,1,3,4,3.3558,3,2.38,2.9768976567317558,1.4993742480711372,0.9758,42
120,1,1,3,4,3.6594,3,3.21,2.9768976567317558,1.4993742480711372,0.44940000000000024,42
121,1,1,3,4,3.108,3,2.8,2.9768976567317558,1.4993742480711372,0.3080000000000003,42
122,1,1,3,4,3.264,3,2.72,2.9768976567317558,1.4993742480711372,0.5439999999999996,42
123,1,1,3,4,5.292000000000002,4,2.7,2.9768976567317558,1.4993742480711372,2.5920000000000014,42
124,1,1,3,4,5.0688,4,2.64,2.9768976567317558,1.4993742480711372,2.4288000000000003,42
125,1,1,3,4,4.56,3,3.8,2.9768976567317558,1.4993742480711372,0.7599999999999998,42
126,1,1,3,4,0.9594,3,0.82,2.9768976567317558,1.4993742480711372,0.13940000000000008,42
127,1,1,3,4,1.1628,3,1.14,2.9768976567317558,1.4993742480711372,0.022800000000000153,42
128,1,1,3,4,1.1316,3,0.92,2.9768976567317558,1.4993742480711372,0.2115999999999999,42
129,1,1,3,4,3.2292,3,2.76,2.9768976567317558,1.4993742480711372,0.4692000000000003,42
130,1,1,4,1,1.4352,4,0.92,2.9768976567317558,1.4993742480711372,0.5152,34
131,1,1,4,1,3.7752,4,2.86,2.9768976567317558,1.4993742480711372,0.9152,34
132,1,1,4,1,1.1704,4,0.77,2.9768976567317558,1.4993742480711372,0.4004000000000001,34
133,1,1,4,1,2.7612,3,2.36,2.9768976567317558,1.4993742480711372,0.4012000000000002,34
134,1,1,4,1,2.9412,4,1.71,2.9768976567317558,1.4993742480711372,1.2311999999999999,34
135,1,1,4,1,4.464,4,3.6,2.9768976567317558,1.4993742480711372,0.8640000000000003,34
136,1,1,4,1,3.159,3,2.7,2.9768976567317558,1.4993742480711372,0.45899999999999963,34
137,1,1,4,1,4.816,4,3.44,2.9768976567317558,1.4993742480711372,1.376,34
138,1,1,4,1,1.4592,4,1.14,2.9768976567317558,1.4993742480711372,0.31920000000000015,34
139,1,1,4,2,4.0719,3,2.77,2.9768976567317558,1.4993742480711372,1.3019000000000003,31
140,1,1,4,2,3.0348,3,2.81,2.9768976567317558,1.4993742480711372,0.2248000000000001,31
141,1,1,4,2,4.4178,3,3.98,2.9768976567317558,1.4993742480711372,0.43779999999999974,31
142,1,1,4,2,5.984,4,3.74,2.9768976567317558,1.4993742480711372,2.2439999999999998,31
143,1,1,4,2,2.5344,3,1.92,2.9768976567317558,1.4993742480711372,0.6144000000000003,31
144,1,1,4,2,2.7636,4,1.41,2.9768976567317558,1.4993742480711372,1.3536,31
145,1,1,4,2,3.672,5,2.16,2.9768976567317558,1.4993742480711372,1.512,31
146,1,1,4,2,3.3360000000000003,3,2.78,2.9768976567317558,1.4993742480711372,0.5560000000000005,31
147,1,1,4,2,1.6632,3,1.54,2.9768976567317558,1.4993742480711372,0.12319999999999998,31
148,1,1,4,3,2.2338,3,2.19,2.9768976567317558,1.4993742480711372,0.04380000000000006,31
149,1,1,4,3,3.168,4,2.2,2.9768976567317558,1.4993742480711372,0.968,31
150,1,1,4,3,4.876,4,2.65,2.9768976567317558,1.4993742480711372,2.2260000000000004,31
151,1,1,4,3,2.0916,3,1.66,2.9768976567317558,1.4993742480711372,0.4316000000000002,31
152,1,1,4,3,2.997,3,2.7,2.9768976567317558,1.4993742480711372,0.2969999999999997,31
153,1,1,4,3,0.972,4,0.54,2.9768976567317558,1.4993742480711372,0.43199999999999994,31
154,1,1,4,3,0.861,3,0.7,2.9768976567317558,1.4993742480711372,0.16100000000000003,31
155,1,1,4,3,2.7776,4,2.24,2.9768976567317558,1.4993742480711372,0.5375999999999999,31
156,1,1,4,3,1.617,3,1.54,2.9768976567317558,1.4993742480711372,0.07699999999999996,31
157,1,1,4,4,0.648,3,0.6,2.9768976567317558,1.4993742480711372,0.04800000000000004,31
158,1,1,4,4,2.442,3,2.2,2.9768976567317558,1.4993742480711372,0.242,31
159,1,1,4,4,1.8848,4,1.52,2.9768976567317558,1.4993742480711372,0.3648,31
160,1,1,4,4,7.3232,4,3.98,2.9768976567317558,1.4993742480711372,3.3432,31
161,1,1,4,4,3.2544,4,2.26,2.9768976567317558,1.4993742480711372,0.9944000000000002,31
162,1,1,4,4,5.184,3,3.6,2.9768976567317558,1.4993742480711372,1.584,31
163,1,1,4,4,4.428,3,3.6,2.9768976567317558,1.4993742480711372,0.8279999999999998,31
164,1,1,4,4,1.3248,3,0.92,2.9768976567317558,1.4993742480711372,0.40479999999999994,31
165,1,1,4,4,3.6096,4,1.88,2.9768976567317558,1.4993742480711372,1.7296,31
166,1,1,5,1,2.109,3,1.85,2.9768976567317558,1.4993742480711372,0.2589999999999999,25
167,1,1,5,1,3.3968,4,1.93,2.9768976567317558,1.4993742480711372,1.4667999999999999,25
168,1,1,5,1,1.4835,3,1.15,2.9768976567317558,1.4993742480711372,0.33350000000000013,25
169,1,1,5,1,0.6156,3,0.54,2.9768976567317558,1.4993742480711372,0.0756,25
170,1,1,5,1,2.322,3,1.8,2.9768976567317558,1.4993742480711372,0.522,25
171,1,1,5,1,2.0304,3,1.44,2.9768976567317558,1.4993742480711372,0.5904000000000003,25
172,1,1,5,1,2.6334,3,2.31,2.9768976567317558,1.4993742480711372,0.3233999999999999,25
173,1,1,5,1,3.213,3,2.55,2.9768976567317558,1.4993742480711372,0.6630000000000003,25
174,1,1,5,2,3.5424,4,2.46,2.9768976567317558,1.4993742480711372,1.0824000000000003,28
175,1,1,5,2,3.776,5,2.36,2.9768976567317558,1.4993742480711372,1.416,28
176,1,1,5,2,1.8648,4,1.26,2.9768976567317558,1.4993742480711372,0.6048,28
177,1,1,5,2,1.9536,4,1.11,2.9768976567317558,1.4993742480711372,0.8435999999999999,28
178,1,1,5,2,5.4488,4,2.78,2.9768976567317558,1.4993742480711372,2.6688000000000005,28
179,1,1,5,2,0.6612,3,0.58,2.9768976567317558,1.4993742480711372,0.08120000000000005,28
180,1,1,5,2,2.7144,4,1.74,2.9768976567317558,1.4993742480711372,0.9743999999999999,28
181,1,1,5,3,2.8602,3,2.27,2.9768976567317558,1.4993742480711372,0.5901999999999998,26
182,1,1,5,3,3.4164,4,2.19,2.9768976567317558,1.4993742480711372,1.2264,26
183,1,1,5,3,2.4231,3,1.97,2.9768976567317558,1.4993742480711372,0.45309999999999984,26
184,1,1,5,3,1.932,3,1.61,2.9768976567317558,1.4993742480711372,0.32199999999999984,26
185,1,1,5,3,2.8899,3,2.47,2.9768976567317558,1.4993742480711372,0.4198999999999997,26
186,1,1,5,3,1.3824,4,0.72,2.9768976567317558,1.4993742480711372,0.6624000000000001,26
187,1,1,5,3,3.774,3,3.7,2.9768976567317558,1.4993742480711372,0.07399999999999984,26
188,1,1,5,3,1.9404,3,1.54,2.9768976567317558,1.4993742480711372,0.40039999999999987,26
189,1,1,5,4,3.4788,4,2.23,2.9768976567317558,1.4993742480711372,1.2488000000000001,26
190,1,1,5,4,3.1017,3,2.11,2.9768976567317558,1.4993742480711372,0.9917000000000002,26
191,1,1,5,4,2.025,3,1.5,2.9768976567317558,1.4993742480711372,0.5249999999999999,26
192,1,1,5,4,2.556,3,2.13,2.9768976567317558,1.4993742480711372,0.42600000000000016,26
193,1,1,5,4,3.4827,3,2.47,2.9768976567317558,1.4993742480711372,1.0126999999999997,26
194,1,1,5,4,0.7559999999999999,3,0.72,2.9768976567317558,1.4993742480711372,0.03599999999999992,26
195,1,1,5,4,2.226,3,2.12,2.9768976567317558,1.4993742480711372,0.10599999999999987,26
196,1,1,5,4,2.3364,4,1.77,2.9768976567317558,1.4993742480711372,0.5663999999999998,26
197,1,1,6,1,2.0535,3,1.85,2.9768976567317558,1.4993742480711372,0.20350000000000001,39
198,1,1,6,1,1.2015,3,0.89,2.9768976567317558,1.4993742480711372,0.3115,39
199,1,1,6,1,3.8824,4,2.11,2.9768976567317558,1.4993742480711372,1.7724000000000002,39
200,1,1,6,1,4.0596,3,3.98,2.9768976567317558,1.4993742480711372,0.07959999999999967,39
201,1,1,6,1,3.7064,4,2.26,2.9768976567317558,1.4993742480711372,1.4464000000000001,39
202,1,1,6,1,0.9288,4,0.54,2.9768976567317558,1.4993742480711372,0.3887999999999999,39
203,1,1,6,1,5.149,5,2.71,2.9768976567317558,1.4993742480711372,2.439,39
204,1,1,6,1,3.3360000000000003,3,2.78,2.9768976567317558,1.4993742480711372,0.5560000000000005,39
205,1,1,6,1,4.9984,4,2.84,2.9768976567317558,1.4993742480711372,2.1584000000000003,39
206,1,1,6,1,2.256,3,1.6,2.9768976567317558,1.4993742480711372,0.6559999999999997,39
207,1,1,6,1,3.4776,3,2.76,2.9768976567317558,1.4993742480711372,0.7176,39
208,1,1,6,2,2.3154,3,2.27,2.9768976567317558,1.4993742480711372,0.045399999999999885,42
209,1,1,6,2,1.582,4,1.13,2.9768976567317558,1.4993742480711372,0.4520000000000002,42
210,1,1,6,2,3.1005,3,2.65,2.9768976567317558,1.4993742480711372,0.4504999999999999,42
211,1,1,6,2,0.9856,4,0.77,2.9768976567317558,1.4993742480711372,0.2156,42
212,1,1,6,2,2.4738,3,2.17,2.9768976567317558,1.4993742480711372,0.3038000000000003,42
213,1,1,6,2,0.7866,3,0.69,2.9768976567317558,1.4993742480711372,0.09660000000000002,42
214,1,1,6,2,3.564,3,2.64,2.9768976567317558,1.4993742480711372,0.9239999999999999,42
215,1,1,6,2,1.692,3,1.41,2.9768976567317558,1.4993742480711372,0.28200000000000003,42
216,1,1,6,2,1.12,4,0.8,2.9768976567317558,1.4993742480711372,0.32000000000000006,42
217,1,1,6,2,3.24,5,2.16,2.9768976567317558,1.4993742480711372,1.08,42
218,1,1,6,2,3.2256,4,2.24,2.9768976567317558,1.4993742480711372,0.9855999999999998,42
219,1,1,6,2,0.918,3,0.68,2.9768976567317558,1.4993742480711372,0.238,42
220,1,1,6,3,2.3154,3,2.27,2.9768976567317558,1.4993742480711372,0.045399999999999885,38
221,1,1,6,3,4.928,4,2.8,2.9768976567317558,1.4993742480711372,2.128,38
222,1,1,6,3,3.9468,3,2.86,2.9768976567317558,1.4993742480711372,1.0868000000000002,38
223,1,1,6,3,1.3552,4,0.77,2.9768976567317558,1.4993742480711372,0.5851999999999999,38
224,1,1,6,3,3.9928,4,2.17,2.9768976567317558,1.4993742480711372,1.8228,38
225,1,1,6,3,4.2768,3,3.24,2.9768976567317558,1.4993742480711372,1.0367999999999995,38
226,1,1,6,3,3.234,3,2.45,2.9768976567317558,1.4993742480711372,0.7839999999999998,38
227,1,1,6,3,2.2983,3,1.63,2.9768976567317558,1.4993742480711372,0.6682999999999999,38
228,1,1,6,3,5.214,4,3.95,2.9768976567317558,1.4993742480711372,1.2640000000000002,38
229,1,1,6,3,3.8304,3,2.66,2.9768976567317558,1.4993742480711372,1.1703999999999999,38
230,1,1,6,3,4.2192,4,2.93,2.9768976567317558,1.4993742480711372,1.2891999999999997,38
231,1,1,6,4,4.606,4,2.45,2.9768976567317558,1.4993742480711372,2.1559999999999997,42
232,1,1,6,4,3.872,4,2.2,2.9768976567317558,1.4993742480711372,1.6719999999999997,42
233,1,1,6,4,4.0584,4,2.67,2.9768976567317558,1.4993742480711372,1.3883999999999999,42
234,1,1,6,4,2.739,5,1.66,2.9768976567317558,1.4993742480711372,1.079,42
235,1,1,6,4,1.5498,3,1.23,2.9768976567317558,1.4993742480711372,0.3198000000000001,42
236,1,1,6,4,4.7232,6,1.92,2.9768976567317558,1.4993742480711372,2.8032000000000004,42
237,1,1,6,4,0.7979999999999999,3,0.7,2.9768976567317558,1.4993742480711372,0.09799999999999998,42
238,1,1,6,4,2.376,3,1.8,2.9768976567317558,1.4993742480711372,0.5759999999999998,42
239,1,1,6,4,1.617,3,1.54,2.9768976567317558,1.4993742480711372,0.07699999999999996,42
240,1,1,6,4,6.5120000000000005,4,3.7,2.9768976567317558,1.4993742480711372,2.8120000000000003,42
241,1,1,6,4,2.1624,3,2.12,2.9768976567317558,1.4993742480711372,0.04239999999999977,42
242,1,1,7,1,3.7926,3,2.94,2.9768976567317558,1.4993742480711372,0.8526000000000002,35
243,1,1,7,1,5.0968,4,2.77,2.9768976567317558,1.4993742480711372,2.3268,35
244,1,1,7,1,3.0315,3,2.35,2.9768976567317558,1.4993742480711372,0.6814999999999998,35
245,1,1,7,1,2.4,4,1.5,2.9768976567317558,1.4993742480711372,0.8999999999999999,35
246,1,1,7,1,1.5744,4,1.23,2.9768976567317558,1.4993742480711372,0.34440000000000004,35
247,1,1,7,1,2.1279,3,1.73,2.9768976567317558,1.4993742480711372,0.3978999999999999,35
248,1,1,7,1,5.0225,5,2.45,2.9768976567317558,1.4993742480711372,2.5725,35
249,1,1,7,1,5.8065,3,3.95,2.9768976567317558,1.4993742480711372,1.8564999999999996,35
250,1,1,7,1,3.7797,3,2.93,2.9768976567317558,1.4993742480711372,0.8496999999999999,35
251,1,1,7,1,2.0328,3,1.54,2.9768976567317558,1.4993742480711372,0.4927999999999999,35
252,1,1,7,2,5.2272,3,3.96,2.9768976567317558,1.4993742480711372,1.2671999999999999,37
253,1,1,7,2,3.036,3,2.2,2.9768976567317558,1.4993742480711372,0.8359999999999999,37
254,1,1,7,2,2.736,4,1.52,2.9768976567317558,1.4993742480711372,1.2160000000000002,37
255,1,1,7,2,2.162,4,1.15,2.9768976567317558,1.4993742480711372,1.012,37
256,1,1,7,2,5.4,5,2.7,2.9768976567317558,1.4993742480711372,2.7,37
257,1,1,7,2,0.9792,3,0.96,2.9768976567317558,1.4993742480711372,0.019199999999999995,37
258,1,1,7,2,0.836,4,0.55,2.9768976567317558,1.4993742480711372,0.2859999999999999,37
259,1,1,7,2,1.1352,3,0.86,2.9768976567317558,1.4993742480711372,0.2752,37
260,1,1,7,2,2.1432,4,1.14,2.9768976567317558,1.4993742480711372,1.0032000000000003,37
261,1,1,7,2,2.8576,4,1.88,2.9768976567317558,1.4993742480711372,0.9776000000000002,37
262,1,1,7,3,2.5422,3,2.23,2.9768976567317558,1.4993742480711372,0.3121999999999998,35
263,1,1,7,3,1.6272,3,1.13,2.9768976567317558,1.4993742480711372,0.4972000000000001,35
264,1,1,7,3,3.5968,4,2.81,2.9768976567317558,1.4993742480711372,0.7867999999999999,35
265,1,1,7,3,3.0732,4,1.97,2.9768976567317558,1.4993742480711372,1.1032,35
266,1,1,7,3,1.5119999999999998,3,1.26,2.9768976567317558,1.4993742480711372,0.2519999999999998,35
267,1,1,7,3,2.8755,3,2.13,2.9768976567317558,1.4993742480711372,0.7455000000000003,35
268,1,1,7,3,1.204,4,0.7,2.9768976567317558,1.4993742480711372,0.504,35
269,1,1,7,3,1.0368,3,0.72,2.9768976567317558,1.4993742480711372,0.31679999999999997,35
270,1,1,7,3,0.9996,4,0.51,2.9768976567317558,1.4993742480711372,0.48960000000000004,35
271,1,1,7,3,2.1632,4,1.69,2.9768976567317558,1.4993742480711372,0.47319999999999984,35
272,1,1,7,4,0.816,4,0.6,2.9768976567317558,1.4993742480711372,0.21599999999999997,38
273,1,1,7,4,3.6408,4,2.46,2.9768976567317558,1.4993742480711372,1.1808,38
274,1,1,7,4,4.6096,4,2.68,2.9768976567317558,1.4993742480711372,1.9296000000000002,38
275,1,1,7,4,5.106,4,3.45,2.9768976567317558,1.4993742480711372,1.6559999999999997,38
276,1,1,7,4,3.24,3,2.25,2.9768976567317558,1.4993742480711372,0.9900000000000002,38
277,1,1,7,4,3.996,4,2.7,2.9768976567317558,1.4993742480711372,1.2959999999999998,38
278,1,1,7,4,2.944,4,1.84,2.9768976567317558,1.4993742480711372,1.1039999999999999,38
279,1,1,7,4,3.996,4,2.7,2.9768976567317558,1.4993742480711372,1.2959999999999998,38
280,1,1,7,4,5.2170000000000005,3,3.7,2.9768976567317558,1.4993742480711372,1.5170000000000003,38
281,1,1,7,4,4.3008,4,2.24,2.9768976567317558,1.4993742480711372,2.0607999999999995,38
282,1,1,8,1,2.738,4,1.85,2.9768976567317558,1.4993742480711372,0.8879999999999999,40
